id,title,artist,composer,lyricist,arranger,producer,year,bpm
nxyDgpwSqnQsSnEQ7YEq,"只想你會意","李克勤","李驥","小美","","",,
p27TLYMsJQjGH4hN5QFx,"水瓶座","陳曉東","黃尚偉","黃偉文","","",,
p4L91iEDv1OpnEjlK3Jh,"回憶碎片 ft. 袁天恩 Dorothy Yuen","HeartBeat Station","梁灝程@HBS","黃偉健","","",,
pUNB6pU1SudjNBXfw1s1,"我可能是迴避型 Avoidant Attachment?","Kiri T","Kiri","鍾說","","",,
pdlc7SoTY9Hbw8SnaiuE,"分前演習","曹震豪","曹震豪","天旋","","",,
pwaYRHH5izJgeVgXUZCr,"王灝兒 吳業坤 原來只因深愛著","JW","Larry","林若寧 / 陳詠謙","","",,
q6lJ4dmZoRkxrUXdWntX,"登對","許廷鏗","黃安弘","天旋","","",,
qQ1CA2g1YkmtxFL65zP4,"Cookies Forever Friends","Unknown","林一峰","林一峰/ 朱治良","","",,
qhvXqfdMGP5h3HQXPzmn,"額頭有字","陳健安 On Chan","Lesta","Oscar 編：賴映彤 監：賴映彤/陳健安","","",,
qjwMw6zairq6PPgishWm,"遊樂場","謝霆鋒","謝霆鋒","林夕","","",,
rV9Y9KLXOWGiNVmYH38R,"舊歡如夢 簡化版","譚炳文","古曲","寵秋華","","",,
rq67sVoDrcTtMUMGY2Oj,"張美儀 化夢","Unknown","張美儀","張美儀 / 余承峰","","",,
sFZky9n4uJAKs3CHqW2t,"胡杏兒 當狗愛上貓","羅嘉良","葉肇中","鄭櫻綸","","",,
sHSVhGO3HsEKKHMNJ8vz,"Alfred Hui －【 我也試過的難於啟齒 The Unmentionable】","許廷鏗","AP潘宇謙","許廷鏗 編: 黃兆銘 監: 陳考威","","",,
szi12ex3ifnU5vUSY0NH,"小老鼠與大花貓","兒歌","姚大偉","祖詩","","",,
t9bLunXcb3kYdxwMtmQW,"江海迦 3AM","AGA","AGA 江海迦","陳詠謙","","",,
tB6OzvbvARgS6ExO1iHk,"藍鞋子","鄧麗欣 Stephy Tang","黃智傑","Stephy Tang","","",,
tR0KXuGBZZKbaJaNYmRR,"鄭世豪 四方","Unknown","徐洛鏘","楊熙","","",,
tSbogkccPgw1cTA1a3IB,"譚嘉儀 印記","Unknown","譚嘉儀 / 譚耀倫","譚嘉儀","","",,
tefnIVeOv6nZXs0VyfD7,"心有獨鍾","陳曉東","洪堯斌","洪堯斌 作","","",,
uxGOer57iQB8IMETxfmy,"周麗淇 心暖","馬國明","徐洛鏘","楊熙","","",,
vEHSnZMVGIwkgolgiwFO,"忽然之間","莫文蔚","林健華","周耀輝/李焯雄","","",,
vv5N3fI1o0LzAYPbCU8t,"一個人出走","謝芊彤","謝芊彤","謝芊彤","","",,
wKXgSFPihF0yN693nF0u,"林海峰 古巨基 梁漢文 蘇永康 鄭中基","男子組","Eric","林海峰","","",,
wREURdIOphDx8zTjPZHE,"歐國成 求不得","Unknown","歐國成 填","梁栢堅","","",,
y3m6FiYUI4AV84trHdqM,"周柏豪 同行","Unknown","王雙駿","陳詠謙","","",,
y4fypqIOvfwY2fMwbcYX,"分手總要在雨天","張學友","片山圭司","陳少琪","","",,
yjZqWBhpCbJNVueVNux6,"陪著你走","譚嘉儀","盧冠廷","唐書琛","","",,
ys9ErSLK2WmiossYSgVA,"告別式","Teddy Fan","Teddy Fan","Oscar","","",,
yvJVLt8MEeAGQoCp7GHt,"有生一天","周柏豪","LARRY WONG","林若寧","","",,
z22zhh4pdWRJv6TkmJFT,"胡彥斌 味道","Unknown","黄國倫 作","姚謙","","",,
z31AkhJgYyRTfoBVnD5q,"拍一半拖","陳柏宇","陳孟奇","林夕","","",,
zDI80sysx0nLYtkNGcS1,"What If","陳蕾 Panther Chan","戴偉","鍾説 編：顏厲行 / 戴偉 監：戴偉","","",,
V0qcIdh9D3zCOSuEqSiv,"不浪漫罪名","王傑","王傑","陳少琪","","",,65
